$ paste ~/ista.a.txt ~/ista.b.txt | awk '{ print $1, $2, $4}'

essencialista	ˌeseɪnsˌialˈistɐ	ˌeseɪnsˌialˈistɐ
estadista	ˌestadʒˈistɐ	ˌestadʒˈistɐ
Estalinista	ˌestalinˈistɐ	ˌestalinˈistɐ
estaticista	ˌestatʃisˈistɐ	ˌestatʃisˈistɐ
esteticista	ˌestetʃisˈistɐ	ˌestetʃisˈistɐ
estilista	ˌestʃilˈistɐ	ˌestʃilˈistɐ
estomatologista	ˌestomˌatoloʒˈistɐ	ˌestomˌatoloʒˈistɐ
estradista	ˌestɾadʒˈistɐ	ˌestɾadʒˈistɐ
estrangeirista	ˌestɾɐ̃nʒeɪɾˈistɐ	ˌestɾɐ̃nʒeɪɾˈistɐ
estrategista	ˌestɾateʒˈistɐ	ˌestɾateʒˈistɐ
etilista	ˌetʃilˈistɐ	ˌetʃilˈistɐ
etimologista	ˌetʃimˌoloʒˈistɐ	ˌetʃimˌoloʒˈistɐ
etnologista	ˌetnoloʒˈistɐ	ˌetnoloʒˈistɐ
eugenista	ˌeʊʒenˈistɐ	ˌeʊʒenˈistɐ
evangelista	ˌevɐ̃nʒelˈistɐ	ˌevɐ̃nʒelˈistɐ
Evangelista	ˌevɐ̃nʒelˈistɐ	ˌevɐ̃nʒelˈistɐ
evolucionista	ˌevolˌusjonˈistɐ	ˌevolˌusjonˈistɐ
exclusivista	ˌeskluzivˈistɐ	ˌeskluzivˈistɐ
excursionista	ˌeskuɾsjonˈistɐ	ˌeskuɾsjonˈistɐ
exibicionista	ˌezibˌisjonˈistɐ	ˌezibˌisjonˈistɐ
exista	ˌezˈistɐ	ˌezˈistɐ
existencialista	ˌezistˌeɪnsialˈistɐ	ˌezistˌeɪnsialˈistɐ
exorcista	ˌezoɾsˈistɐ	ˌezoɾsˈistɐ
expansionista	ˌespɐ̃nsjonˈistɐ	ˌespɐ̃nsjonˈistɐ
experimentalista	ˌespeɾˌimeɪntalˈistɐ	ˌespeɾˌimeɪntalˈistɐ
expressionista	ˌespɾesjonˈistɐ	ˌespɾesjonˈistɐ
